Location,Month,Year,Season
"San Francisco, California",12,2018,Winter
17 Mile Scenic Drive,12,2018,Winter
Empire State Building,08,2018,Summer
"Dallas, Texas",12,2018,Winter
The Eyeball,12,2018,Winter
"Bodie, California",12,2018,Winter
New York,12,2018,Winter
"Asbury Park, New Jersey",12,2018,Winter
"Asbury Park, New Jersey",12,2018,Winter
Belmar Beach NJ,12,2018,Winter
"New York, New York",12,2018,Winter
New York,12,2018,Winter
New York,12,2018,Winter
Statue of Liberty,12,2018,Winter
"Grand Teton National Park, Wy",12,2018,Winter
"Silver Lake, Los Angeles",12,2018,Winter
Lake Tahoe,12,2018,Winter
"San Francisco, California",12,2018,Winter
Lower Antelope Canyon,12,2018,Winter
Faena Miami Beach,12,2018,Winter
"Aurora, Colorado",12,2018,Winter
"DUMBO, Brooklyn",12,2018,Winter
Hollywood Sign,12,2018,Winter
Washington Monument National Monument,12,2018,Winter
"Times Square, New York City",12,2018,Winter
Arizona,05,2018,Spring
Centennial Olympic Park,12,2018,Winter
"Bryant Park, 42nd St, Manhattan",12,2018,Winter
Death Valley National Park,12,2018,Winter
"San Francisco, California",12,2018,Winter
"Alcatraz, San Francisco Bay",12,2018,Winter
Lombard Street,12,2018,Winter
Napa Valley Wine Country,12,2018,Winter
Arizona,12,2018,Winter
University of Central Missouri,12,2018,Winter
"Los Angeles, California",12,2018,Winter
"Alamo Square, San Francisco",12,2018,Winter
"South Lake Tahoe, California",07,2018,Summer
Chihuly Garden & Glass,12,2018,Winter
Martha's Vineyard,12,2018,Winter
Space Center Houston,12,2018,Winter
The High Line,12,2018,Winter
The Highlight Room,12,2018,Winter
New Jersey,12,2018,Winter
"Niagara Falls State Park, USA",12,2018,Winter
"San Francisco, California",12,2018,Winter
Northern Mariana Islands,12,2018,Winter
United States Capitol,12,2018,Winter
Grand Canyon National Park,12,2018,Winter
Love Sculpture,12,2018,Winter
New York City,12,2018,Winter
McCarran International Airport,12,2018,Winter
Oregon,12,2018,Winter
Canaletto at Venetian Las Vegas,12,2018,Winter
Grand Canyon National Park,12,2018,Winter
"Oatman, Arizona",12,2018,Winter
Lake Mead Overlook,12,2018,Winter
"New York, New York",12,2018,Winter
California,12,2018,Winter
National Mall,12,2018,Winter
United States,12,2018,Winter
"New York, New York",12,2018,Winter
Harlem,12,2018,Winter
Central Park,12,2018,Winter
"Walapai, Arizona",12,2018,Winter
"Philadelphia, Pennsylvania",12,2018,Winter
"Statue Of Liberty, Liberty Island, New York City",12,2018,Winter
"Seattle, Washington",12,2018,Winter
The Strip,12,2018,Winter
"Times Square, New York City",12,2018,Winter
"The Great State of Michigan, USA",12,2018,Winter
"Shark River Hills, New Jersey",12,2018,Winter
"Downtown Phoenix, AZ",12,2018,Winter
Grand Central Terminal,12,2018,Winter
"Los Angeles, California",12,2018,Winter
Cape Cod,12,2018,Winter
American Airlines Flight Academy,12,2018,Winter
New York City,12,2018,Winter
"Times Square, New York City",12,2018,Winter
Chicago Midway International Airport,12,2018,Winter
"North Bay Village, Florida",12,2018,Winter
American Airlines Flight Academy,12,2018,Winter
Red Rock Canyon State Park,12,2018,Winter
"Manhattan, New York",12,2018,Winter
"Philadelphia, Pennsylvania",12,2018,Winter
"Honolulu, Hawaii",12,2018,Winter
Fisherman's Wharf,12,2018,Winter
"Niagara, Toronto",12,2018,Winter
Brooklyn Bridge,12,2018,Winter
"Las Vegas, Nevada",12,2018,Winter
Grand Canyon National Park,12,2018,Winter
"Miami, Florida",12,2018,Winter
Great Mall,12,2018,Winter
University of Central Missouri,12,2018,Winter
"Sequoia National Park, California",12,2018,Winter
United States,12,2018,Winter
"Key West, Florida",12,2018,Winter
Santa Monica Pier,12,2018,Winter
"Playa del Carmen, Quintana Roo",12,2018,Winter
"New York, New York",12,2018,Winter
McGovern Centennial Gardens,12,2018,Winter
the grove mall L.A.,12,2018,Winter
Lower Manhattan,12,2018,Winter
"Lewis Center, Ohio",12,2018,Winter
Las Vegas Nevada,12,2018,Winter
Grand Canyon National Park,12,2018,Winter
United States,12,2018,Winter
MJ O'Connor's Seaport,12,2018,Winter
"Holland, Michigan",12,2018,Winter
Lower Antelope Canyon,12,2018,Winter
Lower Antelope Canyon,12,2018,Winter
Half Dome View,12,2018,Winter
"Los Angeles, California",12,2018,Winter
"Los Angeles, California",12,2018,Winter
"Los Angeles, California",12,2018,Winter
"Annapolis, Maryland",12,2018,Winter
Bad Water at Death Vally National Park,12,2018,Winter
LV Mar,12,2018,Winter
"Paramount Theatre (Boston, Massachusetts)",12,2018,Winter
Riegelsville Bridge,12,2018,Winter
American Airlines Training Center (FSU),12,2018,Winter
189 by Dominique Ansel,12,2018,Winter
Laguna Beach - Sun and Fun!,12,2018,Winter
"Zürich, Switzerland",12,2018,Winter
Georgetown University,12,2018,Winter
"SoHo, Manhattan",12,2018,Winter
Bishop Eustace Preparatory School,12,2018,Winter
"Sullivan, New York",12,2018,Winter
"Portland, Oregon",12,2018,Winter
"Washington, District of Columbia",12,2018,Winter
"Washington, District of Columbia",12,2018,Winter
Lincoln Memorial,12,2018,Winter
"Ocean Drive, South Beach",12,2018,Winter
"Los Angeles, California",12,2018,Winter
"Taipei, Taiwan",12,2018,Winter
Bryce Canyon National Park,12,2018,Winter
California,12,2018,Winter
Yellowstone National Park,12,2018,Winter
"Fort Worth, Texas",12,2018,Winter
"Grand Canyon, Arizona, United States",12,2018,Winter
Lincoln Memorial,12,2018,Winter
"Dallas, Texas",12,2018,Winter
"New York, New York",12,2018,Winter
Little Havana,12,2018,Winter
Little Havana,12,2018,Winter
Virginia Key Beach,12,2018,Winter
"Alabama Jacks Key Largo, FL",12,2018,Winter
"Detroit, Michigan",12,2018,Winter
Staten Island Ferry Boat - Spirit Of America,12,2018,Winter
Bryce Canyon National Park,12,2018,Winter
Manhattan Bridge,12,2018,Winter
"Miami, Florida",12,2018,Winter
Reflecting Pool,12,2018,Winter
"Times Square, New York City",12,2018,Winter
Domino Park,12,2018,Winter
Urth Caffé,12,2018,Winter
Arts District of Los Angeles,12,2018,Winter
Radio City Music Hall Rockettes,12,2018,Winter
"Pentagon City Mall, Washington DC",12,2018,Winter
Grand Canyon National Park,12,2018,Winter
"Weeping Rock, Zion National Park",12,2018,Winter
"Boston, Massachusetts",12,2018,Winter
"San Francisco, California",12,2018,Winter
"Franklin Lakes, New Jersey",12,2018,Winter
New Amsterdam Theatre,12,2018,Winter
"Orlando, Florida",12,2018,Winter
United States,12,2018,Winter
Reflecting Pool,12,2018,Winter
"Times Square, New York City",12,2018,Winter
Broadway (New York),12,2018,Winter
"Downtown Phoenix, AZ",12,2018,Winter
"Wickenburg, Arizona",12,2018,Winter
Christmas Time in New York City,12,2018,Winter
"Manhattan, New York",12,2018,Winter
Storrow Lagoon,12,2018,Winter
"Flagstaff, Arizona",12,2018,Winter
"New Hope, Pennsylvania",12,2018,Winter
Crunch Fitness,12,2018,Winter
"Livingston, Alabama",12,2018,Winter
"Sunnyvale, California",12,2018,Winter
"Huntington Beach, California",12,2018,Winter
United States,12,2018,Winter
The White House,12,2018,Winter
The Grove,12,2018,Winter
"New York, New York",12,2018,Winter
Route 66,12,2018,Winter
Washington Marriott Georgetown,12,2018,Winter
"Washington, District of Columbia",12,2018,Winter
Oculus Station,12,2018,Winter
Madison Square Garden,12,2018,Winter
"Los Angeles, California",12,2018,Winter
"Reno, Nevada",09,2018,Fall
Bryce Canyon National Park,12,2018,Winter
"Los Angeles, California",12,2018,Winter
"Venice Beach Bordwalk, CA",12,2018,Winter
Yellowstone National Park,12,2018,Winter
Coney Island USA,12,2018,Winter
Mammoth Hot Springs Historic District,12,2018,Winter
Palace of Fine Arts,12,2018,Winter
"Wickenburg, Arizona",12,2018,Winter
Salvation Mountain,12,2018,Winter
McCormick & Kuleto's Seafood & Steaks,12,2018,Winter
"Arlington, Virginia",11,2018,Fall
"Pittsburgh, Pennsylvania",11,2018,Fall
"Pittsburgh, Pennsylvania",11,2018,Fall
"Islamorada, Florida",11,2018,Fall
Yosemite National Park,11,2018,Fall
"Cambridge, Massachusetts",11,2018,Fall
"Arlington, Virginia",11,2018,Fall
"Washington, District of Columbia",11,2018,Fall
"San Diego, California",11,2018,Fall
"San Francisco, California",11,2018,Fall
"Manhattan, New York",11,2018,Fall
Capitol Building,11,2018,Fall
"New Orleans, Louisiana",11,2018,Fall
Antelope Canyon,11,2018,Fall
Fairmont San Francisco,11,2018,Fall
Downtown LA,11,2018,Fall
"Revere, Massachusetts",11,2018,Fall
New York,11,2018,Fall
"New York, New York",11,2018,Fall
Oculus Station,11,2018,Fall
Lion Country Safari,11,2018,Fall
"Niagara Falls, New York",11,2018,Fall
"Niland, California",11,2018,Fall
"Wickenburg, Arizona",11,2018,Fall
Independence Hall,11,2018,Fall
Paris Las Vegas,11,2018,Fall
Smithsonian's National Museum of Natural History,11,2018,Fall
Black Ship Little Katana,11,2018,Fall
"Washington, District of Columbia",11,2018,Fall
Horseshoe Bend,11,2018,Fall
"Canal Street, New Orleans",11,2018,Fall
"Las Vegas, Nevada",11,2018,Fall
Bryce Canyon National Park,11,2018,Fall
Lower Antelope Canyon,11,2018,Fall
"Death Valley Desert, California (USA)",11,2018,Fall
San Francisco International Airport (SFO),11,2018,Fall
"Boston, Massachusetts",11,2018,Fall
"Boston, Massachusetts",11,2018,Fall
"Alamo Square, San Francisco",11,2018,Fall
Lower Antelope Canyon,11,2018,Fall
Old Town Trolley Tours,11,2018,Fall
"Times Square, New York City",11,2018,Fall
"New York, New York",11,2018,Fall
"Boston, Massachusetts",11,2018,Fall
"Caesar Palace - Las Vegas, nevada",11,2018,Fall
"Quilcene, Washington",11,2018,Fall
"New York, New York",11,2018,Fall
Golden Gate Bridge,11,2018,Fall
"Monterey, California",11,2018,Fall
"Death Valley Desert, California (USA)",11,2018,Fall
Golden Gate Bridge,11,2018,Fall
Lake Cachuma,11,2018,Fall
Barclays Center,11,2018,Fall
Arizona,11,2018,Fall
"Wickenburg, Arizona",11,2018,Fall
"Philadelphia, Pennsylvania",11,2018,Fall
"Nashville, Tennessee",11,2018,Fall
Hobie Island Beach Park,11,2018,Fall
Starbucks,11,2018,Fall
Venice Beach,11,2018,Fall
"Queensbury, New York",11,2018,Fall
Griffith Observatory,11,2018,Fall
"Gulfport, Mississippi",11,2018,Fall
Great Smokey Mountains Tennesee,11,2018,Fall
Downtown Asheville Historic District,11,2018,Fall
"Yosemite Valley, California",11,2018,Fall
Moshi Moshi,11,2018,Fall
"Brooklyn, New York",11,2018,Fall
"New York, New York",11,2018,Fall
Navajo Loop Trail,11,2018,Fall
Hollywood Boulevard,11,2018,Fall
Whyte Hotel Rooftop Bar,11,2018,Fall
Yosemite National Park,11,2018,Fall
Universal Studios Hollywood,11,2018,Fall
Kennedy Space Center,11,2018,Fall
Folger Shakespeare Library,11,2018,Fall
Yosemite National Park,11,2018,Fall
Supreme Court of the United States,11,2018,Fall
Library of Congress,11,2018,Fall
Ground Zero Nyc,11,2018,Fall
Asiana First Class Lounge At Incheon International Airport - Concourse,11,2018,Fall
Yosemite National Park,11,2018,Fall
"Philadelphia, Pennsylvania",11,2018,Fall
"Orlando, Florida",11,2018,Fall
"Wickenburg, Arizona",11,2018,Fall
"Wickenburg, Arizona",11,2018,Fall
LACMA Los Angeles County Museum of Art,11,2018,Fall
United States Capitol,11,2018,Fall
"New York, New York",11,2018,Fall
"New York, New York",11,2018,Fall
"Lakewood, New Jersey",11,2018,Fall
"Orangevale, California",11,2018,Fall
Venice Beach,11,2018,Fall
Fort Tryon Park,11,2018,Fall
"New York, New York",11,2018,Fall
"Washington, District of Columbia",11,2018,Fall
"Plantation, Florida",11,2018,Fall
The Salt Lick Round Rock,11,2018,Fall
Martuni's,11,2018,Fall
Highline - NYC,11,2018,Fall
Millenium Park Chicago Illlinois,11,2018,Fall
Hells Kitchen,11,2018,Fall
Grand Central Terminal,11,2018,Fall
Rodeo Drive,11,2018,Fall
Antelope Canyon,11,2018,Fall
Abu Dhabi Airport,11,2018,Fall
Yosemite National Park,11,2018,Fall
Welcome to Fabulous Las Vegas sign,11,2018,Fall
"Santa Monica, California",11,2018,Fall
University of Maryland,11,2018,Fall
Old Town San Diego Chamber of Com,11,2018,Fall
"Fog Harbor, San Fransisco,CA",11,2018,Fall
Georgetown Waterfront,11,2018,Fall
"North Potomac, Maryland",11,2018,Fall
Simply Banh Mi,11,2018,Fall
"Milwaukee, Wisconsin",11,2018,Fall
"Kharkov, Ukraine",11,2018,Fall
Stearns Wharf,11,2018,Fall
Bowery,11,2018,Fall
"Grand Beach, Michigan",11,2018,Fall
Holocaust Memorial Miami Beach,11,2018,Fall
"Wixom, Michigan",11,2018,Fall
Eastern State Penitentiary,11,2018,Fall
"Chinatown, Toronto",11,2018,Fall
PIER 39,11,2018,Fall
Pinball Hall of Fame - Las Vegas,11,2018,Fall
Horseshoe Bend,11,2018,Fall
"Statue Of Liberty, Liberty Island, New York City",11,2018,Fall
Seven Magic Mountains,11,2018,Fall
"Fairfield, Iowa",11,2018,Fall
Grand Teton National Park,11,2018,Fall
Mullumbimby Creek,11,2018,Fall
Crissy Field,11,2018,Fall
Patriots Point Naval & Maritime Museum,11,2018,Fall
"Philadelphia, Pennsylvania",11,2018,Fall
Palace Of Fine Arts Gallery,11,2018,Fall
Shape Shop Asbury Park,11,2018,Fall
"Georgetown, DC",11,2018,Fall
"Wickenburg, Arizona",11,2018,Fall
Atlantic City Boardwalk,11,2018,Fall
Atlantic City Boardwalk,11,2018,Fall
"Chicago, Illinois",11,2018,Fall
The Stone Pony,11,2018,Fall
"Pebble Beach, California",11,2018,Fall
The John F. Kennedy Center for the Performing Arts,11,2018,Fall
"Miami Beach, Florida",11,2018,Fall
The Castro Theatre,11,2018,Fall
"Pebble Beach, California",11,2018,Fall
Painted ladies,11,2018,Fall
"Chicago, Illinois",11,2018,Fall
California,11,2018,Fall
"Provincetown, Massachusetts",11,2018,Fall
Central Park,11,2018,Fall
Universal Studios Hollywood,11,2018,Fall
Griffith Observatory,11,2018,Fall
"Washington, District of Columbia",11,2018,Fall
"Union Station, Washington D.C.",11,2018,Fall
"Chicago, Illinois",11,2018,Fall
Griffith Observatory,11,2018,Fall
"Manhattan, New York",11,2018,Fall
Central Park,11,2018,Fall
United States,11,2018,Fall
Jackson & Jackson  - Idaho,11,2018,Fall
"Wickenburg, Arizona",11,2018,Fall
17 Mile Scenic Drive,11,2018,Fall
"Hoboken, New Jersey",11,2018,Fall
Oracle Arena,11,2018,Fall
"Greendale, Wisconsin",11,2018,Fall
New York,11,2018,Fall
Paramount Studios,11,2018,Fall
TCL Chinese Theatres,11,2018,Fall
"Las Vegas, Nevada",11,2018,Fall
Zion National Park,11,2018,Fall
"Bernal Heights, San Francisco",11,2018,Fall
Bearizona,11,2018,Fall
"New York, New York",11,2018,Fall
Reflecting Pool,11,2018,Fall
"Scottsdale, Arizona",11,2018,Fall
"Washington, District of Columbia",11,2018,Fall
"Minneapolis, Minnesota",11,2018,Fall
Balboa Park,11,2018,Fall
Lamar Valley,11,2018,Fall
Arches National Park,11,2018,Fall
Santa Monica Pier,11,2018,Fall
L.A. Clippers,11,2018,Fall
The Townhouse Bar & Grill,11,2018,Fall
Four Points Anaheim,11,2018,Fall
Golden Canyon Interpretive Trail,11,2018,Fall
Universal Studios Hollywood,11,2018,Fall
"Coronado, California",11,2018,Fall
"Los Angeles, California",11,2018,Fall
"Wickenburg, Arizona",11,2018,Fall
"Hoover Dam, Nevada / Arizona State Line",11,2018,Fall
Sugar Shack Donuts - Arlington,11,2018,Fall
"Key West, Florida",11,2018,Fall
New York,11,2018,Fall
"Golden Gate Bridge, San Francisco, California, Usa",11,2018,Fall
Mama's on Washington Square,11,2018,Fall
The Mirage,11,2018,Fall
Grand Canyon National Park,11,2018,Fall
Las Vegas Nevada,11,2018,Fall
Downtown Los Angeles,11,2018,Fall
"Chicago, Illinois",11,2018,Fall
Old Town San Diego Chamber of Com,11,2018,Fall
"Carmel, California",11,2018,Fall
Brooklyn Bridge,11,2018,Fall
"Provincetown, Massachusetts",11,2018,Fall
17 Mile Scenic Drive,11,2018,Fall
"Washington, District of Columbia",11,2018,Fall
"Brooklyn, New York",11,2018,Fall
SunDestin Beach Resort by ResortQuest,11,2018,Fall
Universal Studios Hollywood,11,2018,Fall
Lemke Park,11,2018,Fall
Grand Canyon National Park,11,2018,Fall
Potomac Mills,11,2018,Fall
"Little Italy, Manhattan",11,2018,Fall
Downtown Miami,11,2018,Fall
"Rochester, New York",11,2018,Fall
La Jolla Beach San Diego California,11,2018,Fall
Las Vegas Premium Outlets - North,11,2018,Fall
Downtown Los Angeles,11,2018,Fall
"Carmel, California",11,2018,Fall
"Essex County, New Jersey",11,2018,Fall
New Jersey,11,2018,Fall
"New York, New York",11,2018,Fall
Potomac River,11,2018,Fall
Sharetea DC Chinatown,11,2018,Fall
Golden Gate Bridge,11,2018,Fall
"Philadelphia, Pennsylvania",11,2018,Fall
Painted ladies,11,2018,Fall
"Provincetown, Massachusetts",11,2018,Fall
"Chicago, Illinois",11,2018,Fall
Nando's Peri-Peri,11,2018,Fall
Christmas Village in Philadelphia,11,2018,Fall
"Bellevue, Washington",11,2018,Fall
"New York, New York",11,2018,Fall
Universal Studios Los Angeles,11,2018,Fall
"The Metropolitan Museum of Art, New York",11,2018,Fall
"Perth, Western Australia",11,2018,Fall
"Miami Beach, Florida",11,2018,Fall
Empire State Building,11,2018,Fall
Yosemite National Park,11,2018,Fall
Rusack Vineyards,11,2018,Fall
Planet Hollywood,11,2018,Fall
Santa Barbara County Courthouse,11,2018,Fall
Rocky Mountain National Park,11,2018,Fall
Lamar Valley,11,2018,Fall
"Philadelphia, Pennsylvania",11,2018,Fall
Grand Canyon National Park,11,2018,Fall
Unconditional Surrender,11,2018,Fall
"Chicago, Illinois",11,2018,Fall
New England Aquarium,11,2018,Fall
The Bean,11,2018,Fall
Moby Dick Restaurant,11,2018,Fall
"Union Station, Washington D.C.",11,2018,Fall
"Paris, France",11,2018,Fall
Central Park,11,2018,Fall
Santa Monica Pier,11,2018,Fall
Golden Gate Bridge,11,2018,Fall
"Philadelphia, Pennsylvania",11,2018,Fall
"New York, New York",11,2018,Fall
"Brooklyn, New York",11,2018,Fall
Sloppy Joe's Bar Key West,11,2018,Fall
